,GO,term,class,p,p_corr,n_genes,n_study,study_genes
414,GO:0005874,microtubule,cellular_component,0.00018200722772496758,0.0023870621786401237,117,6197,"['NUSAP1', 'CDK5', 'CDK2AP2', 'CENPJ', 'NEK6', 'KIF1A', 'INCENP', 'CCT3', 'CENPE', 'MAP4', 'NDE1', 'TTLL5', 'KIF1B', 'HSPH1', 'MDM1', 'GAS8', 'GABARAP', 'EML2', 'ZNF207', 'CLASP2', 'DNAL1', 'TUBGCP4', 'ATAT1', 'DCTN1', 'CLIP1', 'TUBA4A', 'TUBB2A', 'DNAH14', 'TUBG1', 'CEP170', 'TUBA1B', 'TUBB6', 'TUBB3', 'NEK2', 'TUBB4B', 'KIF9', 'KIF3B', 'GABARAPL1', 'KIF15', 'HOOK1', 'MTUS1', 'TUBA1A', 'MID1', 'KIF14', 'DYNLRB1', 'DLG1', 'KIF2A', 'KIF5B', 'HOOK2', 'KIFC3', 'MAP1LC3B', 'FAM110C', 'CAMSAP1', 'DYNC1H1', 'DYNC1I2', 'TBCA', 'DYNC1LI2', 'KLC1', 'DNM2', 'KIF22', 'KIF2C', 'KIF13B', 'SHROOM3', 'HDAC6', 'GAS2L3', 'DCTN2', 'EML4', 'POLB', 'KIF21A', 'TUBA1C', 'BAG2', 'APC', 'KLC2', 'WHAMM', 'TPGS1', 'DNM1L', 'BIRC5', 'CCT4', 'CCT2', 'STMN1', 'TPGS2', 'ODF2', 'KLC4', 'SHTN1', 'KIFC2', 'OPA1', 'MAPRE1', 'RGS14', 'DNAL4', 'LRPPRC', 'SHROOM1', 'CDK5RAP3', 'MTA1', 'DYNC2LI1', 'RASSF1', 'PYCARD', 'TTLL4', 'STAU2', 'TPX2', 'CCT8', 'DYNC1LI1', 'CDK5RAP2', 'MACF1', 'DYNLL1', 'EIF3A', 'EMD', 'CKAP2', 'ARHGEF2', 'LZTS2', 'MAP2K2', 'CEP57', 'NUDC', 'TUBE1', 'PBXIP1', 'CEP170B', 'MX1', 'PCNT']"
415,GO:0000346,transcription export complex,cellular_component,0.0001833158247684957,0.0023870621786401237,10,6197,"['THOC1', 'THOC3', 'THOC2', 'SARNP', 'ALYREF', 'DDX39B', 'THOC7', 'NXF1', 'ZC3H11A', 'THOC6']"
416,GO:0044615,nuclear pore nuclear basket,cellular_component,0.0001833158247684957,0.0023870621786401237,10,6197,"['NUP98', 'TPR', 'CETN2', 'CETN3', 'RANBP2', 'ENY2', 'NUP153', 'MAD2L1', 'NUP35', 'MAD1L1']"
417,GO:1990229,iron-sulfur cluster assembly complex,cellular_component,0.0001833158247684957,0.0023870621786401237,10,6197,"['NDUFAB1', 'BOLA3', 'BOLA2', 'LYRM4', 'GLRX3', 'GLRX5', 'BOLA1', 'BOLA2B', 'ISCU', 'FXN']"
418,GO:0042405,nuclear inclusion body,cellular_component,0.0001833158247684957,0.0023870621786401237,10,6197,"['NUP98', 'STUB1', 'TPR', 'PABPN1', 'NBN', 'RANBP2', 'NXF1', 'NUP153', 'RAD18', 'SLF1']"
419,GO:0035097,histone methyltransferase complex,cellular_component,0.00019137889067212638,0.002474255657975348,16,6197,"['PAXIP1', 'PRDM4', 'HDAC9', 'JARID2', 'KMT2A', 'RBBP5', 'KDM6A', 'SETD1A', 'KMT2C', 'ASH2L', 'WDR82', 'NCOA6', 'CXXC1', 'DPY30', 'ZNF335', 'MEN1']"
420,GO:0033263,CORVET complex,cellular_component,0.00020013361167022818,0.002569091043426333,7,6197,"['VPS33B', 'VPS11', 'TGFBRAP1', 'VPS18', 'VPS16', 'VPS33A', 'VPS8']"
421,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,cellular_component,0.00020669076956914944,0.0026332698776649855,40,6197,"['CLN8', 'TMED1', 'SERPINA1', 'YIF1A', 'BCAP31', 'ATP6AP1', 'YIF1B', 'VMA21', 'STX5', 'LMAN1', 'ERGIC3', 'ZDHHC9', 'CALR', 'CSNK1D', 'GORASP1', 'CTSC', 'CNIH1', 'TMEM199', 'KDELR1', 'SPPL3', 'CD55', 'CD59', 'WHAMM', 'ROBO1', 'TMED9', 'TMED2', 'LMAN2', 'PRRG4', 'RAB1B', 'ERGIC2', 'TMED10', 'RAB2A', 'TRIP11', 'TAP1', 'TAP2', 'UVRAG', 'VPS13B', 'CTSZ', 'AREG', 'TMED3']"
422,GO:0000123,histone acetyltransferase complex,cellular_component,0.00020949771402417562,0.0026332698776649855,15,6197,"['ING5', 'KANSL3', 'KAT7', 'JADE2', 'CREBBP', 'TAF5L', 'MCRS1', 'EP300', 'BRPF3', 'KAT8', 'BRPF1', 'KANSL2', 'JADE1', 'OGT', 'KANSL1']"
423,GO:0070822,Sin3-type complex,cellular_component,0.00020949771402417562,0.0026332698776649855,15,6197,"['ING1', 'ING2', 'OGT', 'SAP30L', 'SUDS3', 'SAP130', 'SIN3B', 'CSNK2A1', 'PHF12', 'SAP30', 'MORF4L1', 'SIN3A', 'HDAC1', 'ARID4B', 'BRMS1']"
424,GO:0071564,npBAF complex,cellular_component,0.00021713459783756522,0.00265549744652698,11,6197,"['ARID1A', 'SMARCA2', 'SMARCA4', 'SMARCB1', 'SMARCC1', 'SMARCC2', 'SMARCD1', 'PHF10', 'ARID1B', 'ACTL6A', 'ACTB']"
425,GO:0005750,mitochondrial respiratory chain complex III,cellular_component,0.00021713459783756522,0.00265549744652698,11,6197,"['MT-CO1', 'CYC1', 'UQCR10', 'MT-CYB', 'UQCC3', 'UQCRQ', 'UQCRB', 'UQCRC1', 'UQCRFS1', 'UQCRH', 'UQCR11']"
426,GO:0016442,RISC complex,cellular_component,0.00021713459783756522,0.00265549744652698,11,6197,"['LIMD1', 'AGO1', 'XPO5', 'DICER1', 'AGO2', 'TARBP2', 'EIF4E', 'DCP2', 'DHX9', 'AGO3', 'TNRC6A']"
427,GO:0030008,TRAPP complex,cellular_component,0.00021713459783756522,0.00265549744652698,11,6197,"['TRAPPC10', 'TRAPPC4', 'TRAPPC2L', 'TRAPPC9', 'TRAPPC6A', 'TRAPPC5', 'TRAPPC1', 'TRAPPC3', 'TRAPPC6B', 'TRAPPC8', 'TRAPPC2']"
428,GO:0000176,nuclear exosome (RNase complex),cellular_component,0.00023225933564113016,0.0028135961162835442,12,6197,"['EXOSC3', 'NVL', 'EXOSC1', 'C1D', 'EXOSC7', 'EXOSC8', 'DIS3', 'EXOSC9', 'EXOSC10', 'EXOSC5', 'MPHOSPH6', 'EXOSC6']"
429,GO:0043596,nuclear replication fork,cellular_component,0.00023317094886327714,0.0028135961162835442,13,6197,"['WDHD1', 'ETAA1', 'MUS81', 'BAZ1B', 'EME1', 'TREX1', 'PARP1', 'MMS22L', 'SMARCAD1', 'SMARCAL1', 'ZMIZ2', 'PCNA', 'MCM10']"
430,GO:0071339,MLL1 complex,cellular_component,0.00026839044985999,0.0032171305579243832,19,6197,"['C17orf49', 'KANSL1', 'RUVBL1', 'PELP1', 'INO80C', 'RBBP5', 'KAT8', 'DPY30', 'KMT2A', 'MCRS1', 'CHD8', 'E2F6', 'TAF1', 'TAF4', 'TAF6', 'TEX10', 'RUVBL2', 'ASH2L', 'MEN1']"
431,GO:0034451,centriolar satellite,cellular_component,0.00027904733419179597,0.003322866282152307,57,6197,"['RPP25', 'CCDC14', 'CCDC112', 'TTC8', 'CDC42BPG', 'MYOF', 'ODF2L', 'C2CD3', 'TAF1D', 'TBC1D31', 'SPAG5', 'NEK6', 'OFD1', 'UBN1', 'PARD6A', 'CEP72', 'BBS7', 'ITGB1BP1', 'SDCCAG8', 'CEP290', 'MID1', 'SSX2IP', 'CCDC18', 'CD2AP', 'MDM1', 'RAB11A', 'MIB1', 'WRAP73', 'BBS2', 'RAB11FIP5', 'BBS4', 'FRMD8', 'TPGS1', 'CEP131', 'SPAG9', 'NAA40', 'TPGS2', 'KIF5B', 'UPF3B', 'TEX9', 'DDHD2', 'EXOC7', 'CEP57', 'SKA1', 'TAP1', 'IL4R', 'RBM39', 'IFT43', 'YTHDF2', 'WDR62', 'PCM1', 'PACSIN2', 'C2CD5', 'PCNT', 'TMEM63A', 'CEP63', 'RAB11FIP3']"
432,GO:0005669,transcription factor TFIID complex,cellular_component,0.0003494983497226468,0.004134588320248305,20,6197,"['TAF6L', 'GTF2A1', 'GTF2A2', 'GTF2B', 'GTF2E1', 'GTF2E2', 'ERCC2', 'TAF3', 'TAF8', 'GTF2H3', 'ERCC3', 'TAF9B', 'TAF1', 'TAF2', 'TAF4', 'TAF6', 'TAF10', 'TAF11', 'PAAF1', 'TAF13']"
433,GO:0042641,actomyosin,cellular_component,0.0003929670940766018,0.0046186392225886315,8,6197,"['MYO18A', 'MYH14', 'CDC42BPB', 'MYH9', 'MYH10', 'DBN1', 'CDC42BPA', 'PDCD6IP']"
434,GO:0055037,recycling endosome,cellular_component,0.0004206051640681783,0.00488009837797053,57,6197,"['TMEM230', 'SNF8', 'HFE', 'TMUB1', 'STX8', 'RAN', 'RAB11B', 'MELTF', 'VPS52', 'VAMP3', 'RAB25', 'DENND6A', 'SLC11A2', 'COMMD1', 'CLCN3', 'RAB4B', 'MICALL2', 'AP1G1', 'VPS33B', 'TUBA1A', 'AVL9', 'TPP1', 'NISCH', 'ITSN1', 'CFTR', 'VPS50', 'TBC1D14', 'RAB11A', 'KCNK1', 'STX12', 'ARFGEF2', 'LMTK2', 'PLEKHJ1', 'RAB11FIP5', 'UNC13D', 'RABGEF1', 'ATP11A', 'ULK1', 'VPS16', 'C1orf210', 'AMOTL2', 'TUBGCP4', 'ATP9A', 'VAMP8', 'VPS51', 'VPS53', 'SLC9A6', 'RAB13', 'RNF11', 'TUBG1', 'STX6', 'FCHSD1', 'DNM2', 'VTI1B', 'TFRC', 'SGK3', 'RAB11FIP3']"
435,GO:0000118,histone deacetylase complex,cellular_component,0.0004529168884044941,0.005221525910905314,23,6197,"['MTA2', 'TAF6L', 'HDAC9', 'KDM3A', 'NCOR1', 'RCOR1', 'HINT1', 'HDAC6', 'SAP18', 'HDAC8', 'KDM3B', 'SAP30L', 'MECOM', 'RCOR3', 'ZNF217', 'SIN3A', 'RERE', 'HDAC10', 'JMJD1C', 'SAP30', 'HDAC1', 'TBL1X', 'DNTTIP1']"
436,GO:0015629,actin cytoskeleton,cellular_component,0.0004619533628532124,0.005291997384584269,107,6197,"['TPM1', 'TPM2', 'KNTC1', 'KLHL2', 'ARHGAP32', 'MYH9', 'MSRB1', 'ABL1', 'CDC42EP4', 'MYO1C', 'MYO1D', 'MYO1E', 'DDX58', 'MYO9B', 'CFL1', 'CFL2', 'PPP1R12A', 'ACTR10', 'CD2AP', 'ACTB', 'TMEM63B', 'ACTG1', 'GBP1', 'GABARAP', 'IFIT5', 'DAPK1', 'ACTN4', 'PARVB', 'AIF1L', 'DBN1', 'BIN3', 'CTTNBP2NL', 'HNRNPC', 'KLHL20', 'NPM3', 'MYO5C', 'TWF1', 'DHX9', 'MPRIP', 'TAOK2', 'TAX1BP3', 'KANSL2', 'SLC9A3R1', 'RND1', 'BAIAP2L1', 'VILL', 'ANLN', 'AHNAK', 'SVIL', 'PDXP', 'TAGLN2', 'HAX1', 'ALDOA', 'WASF1', 'RAB5A', 'VASP', 'CNN2', 'CNN3', 'ARHGAP21', 'STOML2', 'FKBP15', 'FLNA', 'FLNB', 'RARA', 'CALD1', 'GAS2L3', 'CAPG', 'ARPC1A', 'CAPZA2', 'CAPZB', 'TOPBP1', 'SPECC1L', 'BARX2', 'ARHGAP35', 'LCP1', 'ABLIM3', 'CDC42EP3', 'ARPC5', 'ARPC3', 'ARPC1B', 'PDLIM5', 'OPHN1', 'ARPC2', 'CASK', 'SMTN', 'CENPQ', 'NCOA5', 'MSRA', 'ABLIM1', 'INTS6', 'AFAP1', 'NDC1', 'SIPA1L1', 'PARVA', 'MACF1', 'AKAP13', 'TTC17', 'PAWR', 'CTNNA1', 'SNCA', 'FSCN1', 'STK38L', 'NEXN', 'PALLD', 'DMTN', 'EPHA3', 'KLHL17']"
437,GO:0005697,telomerase holoenzyme complex,cellular_component,0.0004892637720240023,0.005569606461405309,14,6197,"['GAR1', 'ACD', 'NVL', 'SNRPB', 'NHP2', 'PTGES3', 'SNRPD3', 'SNRPE', 'HNRNPC', 'NOP10', 'SMG5', 'HNRNPU', 'NAT10', 'SMG7']"
438,GO:0019774,"proteasome core complex, beta-subunit complex",cellular_component,0.0005199263354580281,0.005845134578751744,9,6197,"['PSMB8', 'PSMB9', 'PSMB10', 'PSMB1', 'PSMB2', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7']"
439,GO:1990071,TRAPPII protein complex,cellular_component,0.0005199263354580281,0.005845134578751744,9,6197,"['TRAPPC10', 'TRAPPC4', 'TRAPPC2L', 'TRAPPC9', 'TRAPPC5', 'TRAPPC1', 'TRAPPC3', 'TRAPPC6B', 'TRAPPC2']"
440,GO:0036064,ciliary basal body,cellular_component,0.0005281885335332475,0.005901365714167765,72,6197,"['RABEP2', 'NEDD9', 'CYLD', 'MAPRE1', 'TTC8', 'LCA5', 'CCSAP', 'DLG5', 'ODF2L', 'RAB28', 'C2CD3', 'RABL2B', 'CCDC88A', 'IFT52', 'CENPJ', 'RPGRIP1L', 'HDAC6', 'TBC1D31', 'RILPL2', 'OFD1', 'TAPT1', 'CEP78', 'IFT88', 'WDR11', 'TBC1D30', 'CENPF', 'DYNC2LI1', 'IFT20', 'BBS7', 'CETN2', 'CETN3', 'CSNK1D', 'ERC1', 'CBY1', 'CFAP20', 'PIN1', 'TTLL4', 'SDCCAG8', 'CEP250', 'CEP290', 'KIAA0586', 'SSX2IP', 'PSMB4', 'SSNA1', 'GAS8', 'PKD2', 'WRAP73', 'MLF1', 'B9D1', 'BBS2', 'BBS4', 'PRKCA', 'PTPN23', 'CEP131', 'IFT122', 'ATXN10', 'JADE1', 'IFT80', 'DAAM1', 'ARHGAP35', 'NME3', 'NEDD1', 'DCTN1', 'CAMSAP2', 'CDK10', 'ENKD1', 'PTK2', 'PCM1', 'TUBG1', 'SPAG5', 'RAB8A', 'CDC45']"
441,GO:0034709,methylosome,cellular_component,0.000581946673081366,0.006383778656225894,10,6197,"['SNRPB', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'PRMT1', 'SNRPF', 'SNRPG', 'CLNS1A', 'ERH']"
442,GO:0097550,transcription preinitiation complex,cellular_component,0.000581946673081366,0.006383778656225894,10,6197,"['TAF10', 'RPRD1B', 'GTF2A1', 'GTF2B', 'RPRD2', 'ERCC3', 'GTF2H3', 'BRF2', 'BRF1', 'RPAP2']"
443,GO:0005736,RNA polymerase I complex,cellular_component,0.000581946673081366,0.006383778656225894,10,6197,"['POLR2K', 'POLR2L', 'POLR1E', 'POLR1D', 'POLR1B', 'POLR1C', 'POLR2E', 'POLR2F', 'POLR1A', 'POLR2H']"
444,GO:0030134,COPII-coated ER to Golgi transport vesicle,cellular_component,0.0006019400137347492,0.0065633218365053975,22,6197,"['TMED1', 'TEX261', 'SERPINA1', 'YIF1A', 'YIF1B', 'ERGIC3', 'LMAN1', 'CNIH4', 'CTSC', 'IER3IP1', 'TMED9', 'TMED2', 'LMAN2', 'SEC31A', 'ERGIC2', 'DDHD2', 'TMED10', 'CTSZ', 'YIPF6', 'TMED4', 'PCSK9', 'TMED3']"
445,GO:0000808,origin recognition complex,cellular_component,0.000675850980324578,0.007281489728496941,6,6197,"['ORC1', 'ORC2', 'ORC4', 'ORC5', 'ORC6', 'ORC3']"
446,GO:0034715,pICln-Sm protein complex,cellular_component,0.000675850980324578,0.007281489728496941,6,6197,"['SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'CLNS1A']"
447,GO:0012505,endomembrane system,cellular_component,0.0009374214283871991,0.009980781090475474,59,6197,"['RAB38', 'TMEM230', 'STX2', 'SLC9A3R2', 'SLC2A10', 'TMX1', 'STX8', 'NRBP1', 'STX1A', 'RAB28', 'RABL2B', 'LZTR1', 'STX3', 'STX4', 'STX5', 'SLC9A3R1', 'RAB24', 'AGPAT5', 'CDC42EP4', 'MOSPD2', 'IFT22', 'RAB43', 'DOCK9', 'TSNARE1', 'AIG1', 'TMEM199', 'AGPAT3', 'STX12', 'FRS2', 'RNF34', 'FIBP', 'CDC42EP5', 'LRPAP1', 'RAB1B', 'DNAJC1', 'SFT2D3', 'FKBP8', 'SSR4', 'MAP1LC3B', 'STX16', 'RAB21', 'RAB1A', 'STX10', 'RAB32', 'RNF145', 'PGRMC1', 'CDC42EP3', 'SLC2A12', 'RAB5A', 'RAB5B', 'NENF', 'SEC23B', 'STX6', 'LCLAT1', 'RHEB', 'SFT2D1', 'SFT2D2', 'BIK', 'CDC42EP1']"
448,GO:0005856,cytoskeleton,cellular_component,0.0010505149983520267,0.011054838064053303,153,6197,"['TPM1', 'CALCOCO2', 'TRADD', 'SPIRE2', 'HINT1', 'CTNNAL1', 'EPPK1', 'PDE6D', 'CDC42EP4', 'MYO1E', 'CCT3', 'TRIP6', 'BRK1', 'RAPH1', 'CDC42SE1', 'ARHGAP26', 'ITGB1BP1', 'MAEA', 'ACTB', 'DAG1', 'TMOD3', 'ACTG1', 'DGKG', 'SPIRE1', 'PSMD10', 'MARCKSL1', 'FNBP1L', 'DBN1', 'PFN1', 'PFN2', 'DNAJC7', 'EPB41L4A', 'TRIP11', 'TUBA4A', 'PTK2', 'PLEKHH3', 'ADD3', 'FARP2', 'TYK2', 'JAK1', 'PTPN3', 'PTPN4', 'TUBB4B', 'PTPN13', 'PTPN14', 'CDC42SE2', 'SSH1', 'CLU', 'SYNJ2', 'FGD4', 'SSH3', 'CLNS1A', 'SVBP', 'OSBPL10', 'CC2D2A', 'CDC42EP5', 'SGCE', 'DNAJC24', 'MTCL1', 'UXT', 'CKAP4', 'SLC30A9', 'DNMBP', 'WASF1', 'MVP', 'UTRN', 'WIPF2', 'RHOF', 'TCTN1', 'CNN2', 'SDCBP', 'HSPB1', 'VCL', 'RAC1', 'LRRFIP1', 'PICK1', 'DYRK2', 'NPHP1', 'ROCK2', 'VIM', 'CDC42BPG', 'KRT10', 'SHROOM3', 'KRT14', 'ZC3H12A', 'WIPI1', 'CDC42BPA', 'MARVELD1', 'CALD1', 'KRT17', 'HTRA2', 'KRT19', 'SGCB', 'PKP4', 'ARL6IP5', 'ENC1', 'TMSB15B', 'CAPZB', 'DYRK1A', 'AMBRA1', 'ARHGEF18', 'ARHGAP39', 'ACTR3B', 'CCDC6', 'CDC42BPB', 'CDC42EP3', 'PREPL', 'PPL', 'AKAP12', 'KRIT1', 'SMTN', 'MSN', 'CDC42EP1', 'KRT23', 'TGFB1I1', 'IVNS1ABP', 'RHOA', 'PLEK2', 'RIN1', 'ARHGDIA', 'ARHGDIB', 'LRPPRC', 'IGF2BP2', 'LLGL1', 'FRMD6', 'ANKRA2', 'PDLIM1', 'ABI2', 'P4HB', 'PLEKHG3', 'DEF6', 'ENAH', 'SORBS3', 'TMSB4X', 'PPP1R18', 'CDK5RAP2', 'MACF1', 'DYNLL1', 'TMSB10', 'TNKS1BP1', 'MAPK1', 'MAPK3', 'ARHGEF2', 'MPZL2', 'FSCN1', 'FGD6', 'SNTA1', 'SNTB1', 'EPB41L1', 'EPB41L2', 'STOM', 'PINK1', 'TCTN2']"
449,GO:0055038,recycling endosome membrane,cellular_component,0.0011819680453674598,0.011995242330426623,47,6197,"['ZDHHC2', 'ABHD17A', 'CMTM6', 'RAB35', 'RAB11B', 'GRIPAP1', 'VAMP3', 'RAP2B', 'LZTR1', 'BOK', 'SLC11A2', 'ZFYVE27', 'HLA-A', 'HLA-B', 'HLA-C', 'VTI1B', 'SCAMP5', 'SCAMP1', 'B2M', 'CFTR', 'EHD1', 'HLA-E', 'HLA-F', 'RAB11A', 'DYNC1LI1', 'RAB11FIP5', 'SCAMP2', 'SCAMP3', 'ATP13A3', 'ATP9A', 'VAMP8', 'RAP2C', 'PDIA3', 'RAB4A', 'SLC9A6', 'RAB13', 'VPS13B', 'STX6', 'PACSIN2', 'TPCN1', 'RAC1', 'STX12', 'RAB8A', 'GGA3', 'TFRC', 'ARF6', 'RAB11FIP3']"
450,GO:0005838,proteasome regulatory particle,cellular_component,0.0011862698216278263,0.011995242330426623,7,6197,"['PSMD6', 'PSMD2', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD12', 'PSMD13']"
451,GO:0072669,tRNA-splicing ligase complex,cellular_component,0.0011862698216278263,0.011995242330426623,7,6197,"['C2orf49', 'RTCB', 'FAM98A', 'DDX1', 'FAM98C', 'FAM98B', 'ZBTB8OS']"
452,GO:0005688,U6 snRNP,cellular_component,0.0011862698216278263,0.011995242330426623,7,6197,"['LSM7', 'LSM8', 'LSM5', 'DDX39B', 'LSM6', 'LSM3', 'LSM2']"
453,GO:0019773,"proteasome core complex, alpha-subunit complex",cellular_component,0.0011862698216278263,0.011995242330426623,7,6197,"['PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7']"
454,GO:0008024,cyclin/CDK positive transcription elongation factor complex,cellular_component,0.0011862698216278263,0.011995242330426623,7,6197,"['CDK9', 'CCNT1', 'CCNT2', 'CDK12', 'CCNK', 'CDK13', 'SNW1']"
455,GO:0005869,dynactin complex,cellular_component,0.0011862698216278263,0.011995242330426623,7,6197,"['DCTN5', 'ACTR1B', 'DCTN2', 'DCTN6', 'ACTR10', 'DCTN3', 'DCTN4']"
456,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,cellular_component,0.001261663952865124,0.012604817314564734,12,6197,"['CPSF1', 'CPSF2', 'ZC3H3', 'PIP5K1A', 'WDR33', 'CPSF3', 'CPSF6', 'SSU72', 'CPSF4', 'CSTF2T', 'TUT1', 'CPSF7']"
457,GO:0030687,"preribosome, large subunit precursor",cellular_component,0.001261663952865124,0.012604817314564734,12,6197,"['MAK16', 'RPF1', 'ZNF622', 'RRP15', 'NSA2', 'EIF6', 'WDR12', 'MRTO4', 'PPAN', 'EBNA1BP2', 'MDN1', 'PES1']"
458,GO:0032587,ruffle membrane,cellular_component,0.0013139831378892737,0.01299622666436932,45,6197,"['TPM1', 'RHOA', 'C2CD5', 'ERBB2', 'EPS8L2', 'CIB1', 'DLC1', 'CLCN3', 'APPL2', 'MYO1C', 'DDX58', 'PTPRJ', 'EGFR', 'RPS3', 'CFL1', 'INPP5K', 'SRC', 'HIP1R', 'PSD3', 'APC', 'PDXP', 'PIP5K1A', 'MACF1', 'IFIT5', 'PLEKHA1', 'AKT2', 'CLASP2', 'TESC', 'EPS8L3', 'PLCG1', 'AIF1L', 'ARHGEF2', 'NME1', 'LCP1', 'SPATA13', 'PIP5K1C', 'ITGAV', 'SH3BGRL3', 'PACSIN2', 'RAC1', 'ARF4', 'EEF1A1', 'TWF1', 'PSD4', 'SH3YL1']"
459,GO:0005802,trans-Golgi network,cellular_component,0.0013546100565223385,0.01332524022992083,74,6197,"['CCDC91', 'RAB38', 'TMEM230', 'PCSK5', 'STX8', 'FLNA', 'YIPF2', 'AP4S1', 'WIPI1', 'GGA2', 'ARL5B', 'GBF1', 'STX4', 'IGF2R', 'PLOD3', 'ARFRP1', 'ATP2C1', 'GOLPH3L', 'WDR11', 'PIK3C2A', 'ATXN2', 'SLC39A9', 'GCC2', 'YIPF4', 'SCAMP1', 'INPP5K', 'CBY1', 'FURIN', 'DPY30', 'TRAPPC6B', 'VAMP2', 'CLTB', 'RAB11A', 'PI4K2A', 'ARFGEF2', 'ARFGEF1', 'MYO18A', 'PLEKHJ1', 'SMPD4', 'TJAP1', 'GRN', 'PCSK1N', 'CLASP2', 'ATP9B', 'ATP8B1', 'SYS1', 'HOOK2', 'OCRL', 'AP4B1', 'FUT4', 'ATP9A', 'CORO7', 'STX16', 'RAB21', 'STX10', 'RAB32', 'SNX9', 'BIRC6', 'GGA1', 'M6PR', 'PREPL', 'RAB13', 'TRAPPC9', 'TRAPPC6A', 'GOLGA4', 'STX6', 'LAP3', 'YIPF6', 'RAC1', 'KLHL20', 'ARAP1', 'TGOLN2', 'GGA3', 'CHST3']"
460,GO:0005912,adherens junction,cellular_component,0.0014303793058651486,0.01381371916103569,74,6197,"['NPHP1', 'MPP3', 'CDCA3', 'MAGI1', 'S100A11', 'DLG5', 'BMPR2', 'MYH9', 'SHROOM1', 'TMEM47', 'SHROOM3', 'LLGL2', 'RND1', 'LLGL1', 'CDC42EP4', 'DSC2', 'LIMD1', 'MYO1E', 'PTPRK', 'PTPRM', 'PDLIM1', 'BAIAP2L1', 'DSP', 'ABI2', 'TJP1', 'ANXA1', 'ANXA2', 'PDZD11', 'CYTH3', 'CYTH1', 'PKP3', 'PARK7', 'JAG1', 'PKP4', 'PVR', 'NECTIN1', 'PAK4', 'ACTB', 'SSX2IP', 'SH3BP1', 'FRS2', 'APC', 'DAG1', 'LAMA3', 'ITGA6', 'TJP2', 'TMOD3', 'DLG1', 'TNK2', 'DLG3', 'TNKS1BP1', 'CTNNA1', 'CDC42EP1', 'NECTIN3', 'CTNND1', 'VEGFA', 'AJUBA', 'FERMT2', 'PIP5K1C', 'ADAM10', 'NEXN', 'CDH3', 'CDH6', 'PDLIM2', 'POF1B', 'CNN3', 'SDCBP', 'PDLIM5', 'VCL', 'CEACAM1', 'PPP1CA', 'TSPAN33', 'MSN', 'CCDC85B']"
461,GO:0030670,phagocytic vesicle membrane,cellular_component,0.001441518731231733,0.01381371916103569,36,6197,"['PIK3R4', 'ATG5', 'RAB38', 'RAB11B', 'ATP6V0C', 'CORO1A', 'ATP6V0B', 'ATP6V0A1', 'RAB9A', 'STX4', 'ATP6V0D1', 'RAB34', 'ATP6V0E1', 'HLA-A', 'HLA-B', 'HLA-C', 'CALR', 'ANXA3', 'RAB43', 'B2M', 'ATP6V0E2', 'HLA-E', 'HLA-F', 'ATP6V0A2', 'RAB7A', 'OCRL', 'VAMP8', 'RAB32', 'TAP1', 'TAP2', 'RAB5A', 'RAC2', 'DNM2', 'RAB8A', 'VAMP3', 'CYBA']"
462,GO:1990877,FNIP-folliculin RagC/D GAP,cellular_component,0.0014500589174567852,0.01381371916103569,8,6197,"['LAMTOR4', 'LAMTOR3', 'FLCN', 'RRAGA', 'LAMTOR5', 'LAMTOR2', 'RRAGC', 'LAMTOR1']"
463,GO:0030681,multimeric ribonuclease P complex,cellular_component,0.0014500589174567852,0.01381371916103569,8,6197,"['RPP25', 'POP5', 'POP7', 'RPP40', 'POP4', 'RPP21', 'RPP30', 'RPP14']"
464,GO:0005687,U4 snRNP,cellular_component,0.0014500589174567852,0.01381371916103569,8,6197,"['SNRPB', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'SNRPG', 'DDX39B']"
465,GO:0101019,nucleolar exosome (RNase complex),cellular_component,0.0014500589174567852,0.01381371916103569,8,6197,"['EXOSC3', 'EXOSC1', 'EXOSC7', 'EXOSC8', 'EXOSC9', 'EXOSC10', 'EXOSC5', 'EXOSC6']"
466,GO:0008250,oligosaccharyltransferase complex,cellular_component,0.0014939768611908688,0.014010871081634573,10,6197,"['DAD1', 'OST4', 'RPN2', 'TMEM258', 'OSTC', 'TREX1', 'STT3A', 'KRTCAP2', 'STT3B', 'MAGT1']"
467,GO:1990498,mitotic spindle microtubule,cellular_component,0.0014939768611908688,0.014010871081634573,10,6197,"['HAUS1', 'HAUS7', 'EML3', 'HAUS3', 'HAUS6', 'TUBG1', 'HAUS4', 'HNRNPU', 'HAUS5', 'CLTC']"
468,GO:0031464,Cul4A-RING E3 ubiquitin ligase complex,cellular_component,0.0014939768611908688,0.014010871081634573,10,6197,"['CUL4B', 'CUL4A', 'ERCC8', 'GLMN', 'DDB2', 'DTL', 'CRBN', 'TRPC4AP', 'RBX1', 'ARIH1']"
